ruta;bloque;extension;bytes;lineas;sintaxis_ok;imports_relativos_no_resueltos;marcador_temporal_todo;usa_any
src/domain/legal/core/RuleLoader.ts;Motores jurídicos, reglas y CPV;.ts;1805;95;SI;0;NO;NO
src/domain/legal/core/RuleRepository.ts;Motores jurídicos, reglas y CPV;.ts;2641;150;SI;0;NO;NO
src/domain/legal/framework/AuditService.ts;Motores jurídicos, reglas y CPV;.ts;4686;289;SI;1;NO;NO
src/domain/legal/framework/BaseCache.ts;Motores jurídicos, reglas y CPV;.ts;4679;313;SI;0;NO;NO
src/domain/legal/framework/BaseDecision.ts;Motores jurídicos, reglas y CPV;.ts;3758;227;SI;0;SI;NO
src/domain/legal/framework/BaseResolver.ts;Motores jurídicos, reglas y CPV;.ts;4461;270;SI;0;SI;NO
src/domain/legal/framework/BaseRule.ts;Motores jurídicos, reglas y CPV;.ts;3666;209;SI;1;NO;NO
src/domain/legal/framework/BaseValidator.ts;Motores jurídicos, reglas y CPV;.ts;4830;345;SI;0;SI;NO
src/domain/legal/framework/DecisionFactory.ts;Motores jurídicos, reglas y CPV;.ts;5546;318;SI;0;NO;NO
src/domain/legal/framework/DiagnosticService.ts;Motores jurídicos, reglas y CPV;.ts;5093;323;SI;1;SI;NO
src/domain/legal/framework/FrameworkTypes.ts;Motores jurídicos, reglas y CPV;.ts;3894;215;SI;1;SI;NO
src/domain/legal/framework/KnowledgeConnector.ts;Motores jurídicos, reglas y CPV;.ts;3655;269;SI;0;NO;NO
src/domain/legal/framework/ResolverPipeline.ts;Motores jurídicos, reglas y CPV;.ts;4687;292;SI;0;SI;NO
src/domain/legal/framework/RuleExecutor.ts;Motores jurídicos, reglas y CPV;.ts;4681;274;SI;0;NO;NO
src/domain/legal/framework/RuleRegistry.ts;Motores jurídicos, reglas y CPV;.ts;3929;251;SI;0;SI;NO
src/domain/legal/framework/StatisticsService.ts;Motores jurídicos, reglas y CPV;.ts;5130;346;SI;0;SI;NO
src/domain/legal/framework/ValidationPipeline.ts;Motores jurídicos, reglas y CPV;.ts;4212;259;SI;0;SI;NO
src/domain/legal/modules/cpv/CPVContext.ts;Motores jurídicos, reglas y CPV;.ts;860;52;SI;0;NO;NO
src/domain/legal/modules/cpv/CPVDecision.ts;Motores jurídicos, reglas y CPV;.ts;1128;64;SI;0;NO;NO
src/domain/legal/modules/cpv/CPVDecisionEngine.ts;Motores jurídicos, reglas y CPV;.ts;2010;112;SI;0;NO;NO
src/domain/legal/modules/cpv/CPVEvaluator.ts;Motores jurídicos, reglas y CPV;.ts;1565;89;SI;0;NO;NO
src/domain/legal/modules/cpv/CPVResolver.ts;Motores jurídicos, reglas y CPV;.ts;1498;85;SI;0;NO;NO
src/domain/legal/modules/cpv/CPVResult.ts;Motores jurídicos, reglas y CPV;.ts;1045;62;SI;0;NO;NO
src/domain/legal/modules/cpv/CPVRule.ts;Motores jurídicos, reglas y CPV;.ts;1400;88;SI;0;NO;NO
src/domain/legal/modules/cpv/CPVTrace.ts;Motores jurídicos, reglas y CPV;.ts;1319;78;SI;0;NO;NO
src/domain/legal/modules/cpv/CPVValidator.ts;Motores jurídicos, reglas y CPV;.ts;1618;87;SI;0;NO;NO
src/domain/legal/modules/cpv/index.ts;Motores jurídicos, reglas y CPV;.ts;609;20;SI;0;NO;NO
src/domain/legal/modules/garantias/GuaranteeContext.ts;Motores jurídicos, reglas y CPV;.ts;586;32;SI;0;NO;NO
src/domain/legal/modules/garantias/GuaranteeDecision.ts;Motores jurídicos, reglas y CPV;.ts;1302;69;SI;0;NO;NO
src/domain/legal/modules/garantias/GuaranteeDecisionEngine.ts;Motores jurídicos, reglas y CPV;.ts;2209;115;SI;0;NO;NO
src/domain/legal/modules/garantias/GuaranteeEvaluator.ts;Motores jurídicos, reglas y CPV;.ts;1649;91;SI;0;NO;NO
src/domain/legal/modules/garantias/GuaranteeResolver.ts;Motores jurídicos, reglas y CPV;.ts;1554;85;SI;0;NO;NO
src/domain/legal/modules/garantias/GuaranteeResult.ts;Motores jurídicos, reglas y CPV;.ts;1094;62;SI;0;NO;NO
src/domain/legal/modules/garantias/GuaranteeRule.ts;Motores jurídicos, reglas y CPV;.ts;1608;98;SI;0;NO;NO
src/domain/legal/modules/garantias/GuaranteeTrace.ts;Motores jurídicos, reglas y CPV;.ts;1747;101;SI;0;SI;NO
src/domain/legal/modules/garantias/GuaranteeValidator.ts;Motores jurídicos, reglas y CPV;.ts;1937;97;SI;0;NO;NO
src/domain/legal/modules/garantias/index.ts;Motores jurídicos, reglas y CPV;.ts;689;20;SI;0;NO;NO
src/domain/legal/modules/plazos/DeadlineContext.ts;Motores jurídicos, reglas y CPV;.ts;415;26;SI;0;NO;NO
src/domain/legal/modules/plazos/DeadlineDecision.ts;Motores jurídicos, reglas y CPV;.ts;1057;65;SI;0;NO;NO
src/domain/legal/modules/plazos/DeadlineDecisionEngine.ts;Motores jurídicos, reglas y CPV;.ts;2185;115;SI;0;NO;NO
src/domain/legal/modules/plazos/DeadlineEvaluator.ts;Motores jurídicos, reglas y CPV;.ts;1573;88;SI;0;NO;NO
src/domain/legal/modules/plazos/DeadlineResolver.ts;Motores jurídicos, reglas y CPV;.ts;1468;79;SI;0;NO;NO
src/domain/legal/modules/plazos/DeadlineResult.ts;Motores jurídicos, reglas y CPV;.ts;594;39;SI;0;NO;NO
src/domain/legal/modules/plazos/DeadlineRule.ts;Motores jurídicos, reglas y CPV;.ts;839;58;SI;0;NO;NO
src/domain/legal/modules/plazos/DeadlineTrace.ts;Motores jurídicos, reglas y CPV;.ts;1217;75;SI;0;NO;NO
src/domain/legal/modules/plazos/DeadlineValidator.ts;Motores jurídicos, reglas y CPV;.ts;1388;81;SI;0;NO;NO
src/domain/legal/modules/plazos/index.ts;Motores jurídicos, reglas y CPV;.ts;666;21;SI;0;NO;NO
src/domain/legal/modules/procedimiento/ProcedureContext.ts;Motores jurídicos, reglas y CPV;.ts;1514;84;SI;0;NO;NO
src/domain/legal/modules/procedimiento/ProcedureDecision.ts;Motores jurídicos, reglas y CPV;.ts;1598;85;SI;0;NO;NO
src/domain/legal/modules/procedimiento/ProcedureDecisionEngine.ts;Motores jurídicos, reglas y CPV;.ts;2487;134;SI;0;NO;NO
src/domain/legal/modules/procedimiento/ProcedureEvaluator.ts;Motores jurídicos, reglas y CPV;.ts;2036;106;SI;0;NO;NO
src/domain/legal/modules/procedimiento/ProcedureResolver.ts;Motores jurídicos, reglas y CPV;.ts;2146;106;SI;0;NO;NO
src/domain/legal/modules/procedimiento/ProcedureResult.ts;Motores jurídicos, reglas y CPV;.ts;1519;83;SI;0;NO;NO
src/domain/legal/modules/procedimiento/ProcedureRule.ts;Motores jurídicos, reglas y CPV;.ts;1867;103;SI;0;SI;NO
src/domain/legal/modules/procedimiento/ProcedureTrace.ts;Motores jurídicos, reglas y CPV;.ts;1694;102;SI;0;NO;NO
src/domain/legal/modules/procedimiento/ProcedureValidator.ts;Motores jurídicos, reglas y CPV;.ts;2012;111;SI;0;NO;NO
src/domain/legal/modules/procedimiento/index.ts;Motores jurídicos, reglas y CPV;.ts;699;21;SI;0;NO;NO
src/domain/legal/modules/publicidad/PublicityContext.ts;Motores jurídicos, reglas y CPV;.ts;1243;71;SI;0;NO;NO
src/domain/legal/modules/publicidad/PublicityDecision.ts;Motores jurídicos, reglas y CPV;.ts;1225;73;SI;0;NO;NO
src/domain/legal/modules/publicidad/PublicityDecisionEngine.ts;Motores jurídicos, reglas y CPV;.ts;2483;134;SI;0;NO;NO
src/domain/legal/modules/publicidad/PublicityEvaluator.ts;Motores jurídicos, reglas y CPV;.ts;1960;109;SI;0;NO;NO
src/domain/legal/modules/publicidad/PublicityResolver.ts;Motores jurídicos, reglas y CPV;.ts;1981;96;SI;0;NO;NO
src/domain/legal/modules/publicidad/PublicityResult.ts;Motores jurídicos, reglas y CPV;.ts;1449;81;SI;0;NO;NO
src/domain/legal/modules/publicidad/PublicityRule.ts;Motores jurídicos, reglas y CPV;.ts;1810;103;SI;0;SI;NO
src/domain/legal/modules/publicidad/PublicityTrace.ts;Motores jurídicos, reglas y CPV;.ts;1720;101;SI;0;NO;NO
src/domain/legal/modules/publicidad/PublicityValidator.ts;Motores jurídicos, reglas y CPV;.ts;1914;108;SI;0;NO;NO
src/domain/legal/modules/publicidad/index.ts;Motores jurídicos, reglas y CPV;.ts;692;21;SI;0;NO;NO
src/domain/legal/modules/solvencia/SolvencyContext.ts;Motores jurídicos, reglas y CPV;.ts;1328;75;SI;0;NO;NO
src/domain/legal/modules/solvencia/SolvencyDecision.ts;Motores jurídicos, reglas y CPV;.ts;1263;64;SI;0;NO;NO
src/domain/legal/modules/solvencia/SolvencyDecisionEngine.ts;Motores jurídicos, reglas y CPV;.ts;2469;134;SI;0;NO;NO
src/domain/legal/modules/solvencia/SolvencyEvaluator.ts;Motores jurídicos, reglas y CPV;.ts;1969;104;SI;0;NO;NO
src/domain/legal/modules/solvencia/SolvencyResolver.ts;Motores jurídicos, reglas y CPV;.ts;1878;92;SI;0;NO;NO
src/domain/legal/modules/solvencia/SolvencyResult.ts;Motores jurídicos, reglas y CPV;.ts;1336;78;SI;0;NO;NO
src/domain/legal/modules/solvencia/SolvencyRule.ts;Motores jurídicos, reglas y CPV;.ts;1900;111;SI;0;SI;NO
src/domain/legal/modules/solvencia/SolvencyTrace.ts;Motores jurídicos, reglas y CPV;.ts;1721;101;SI;0;NO;NO
src/domain/legal/modules/solvencia/SolvencyValidator.ts;Motores jurídicos, reglas y CPV;.ts;2199;107;SI;0;NO;NO
src/domain/legal/modules/solvencia/index.ts;Motores jurídicos, reglas y CPV;.ts;681;21;SI;0;NO;NO
src/domain/legal/reasoner/InferenceEngine.ts;Motores jurídicos, reglas y CPV;.ts;608;37;SI;0;NO;NO
src/domain/legal/reasoner/LegalReasonerContext.ts;Motores jurídicos, reglas y CPV;.ts;998;35;SI;1;NO;NO
src/domain/legal/reasoner/LegalReasonerDecision.ts;Motores jurídicos, reglas y CPV;.ts;763;47;SI;0;NO;NO
src/domain/legal/reasoner/LegalReasonerEngine.ts;Motores jurídicos, reglas y CPV;.ts;1372;75;SI;0;NO;NO
src/domain/legal/reasoner/LegalReasonerEvaluator.ts;Motores jurídicos, reglas y CPV;.ts;1642;86;SI;0;NO;NO
src/domain/legal/reasoner/LegalReasonerResolver.ts;Motores jurídicos, reglas y CPV;.ts;782;44;SI;0;NO;NO
src/domain/legal/reasoner/LegalReasonerResult.ts;Motores jurídicos, reglas y CPV;.ts;949;58;SI;0;NO;NO
src/domain/legal/reasoner/LegalReasonerRule.ts;Motores jurídicos, reglas y CPV;.ts;1364;73;SI;0;NO;NO
src/domain/legal/reasoner/LegalReasonerTrace.ts;Motores jurídicos, reglas y CPV;.ts;1016;53;SI;0;SI;NO
src/domain/legal/reasoner/index.ts;Motores jurídicos, reglas y CPV;.ts;352;10;SI;0;NO;NO
src/domain/motores/MotorCPV.ts;Motores jurídicos, reglas y CPV;.ts;415;18;SI;0;NO;NO
src/domain/motores/MotorEvaluacionReglas.ts;Motores jurídicos, reglas y CPV;.ts;1001;40;SI;0;NO;NO
src/domain/motores/MotorInsuficienciaMedios.ts;Motores jurídicos, reglas y CPV;.ts;531;21;SI;0;NO;NO
src/domain/motores/MotorJuridico.ts;Motores jurídicos, reglas y CPV;.ts;608;22;SI;0;NO;NO
src/domain/motores/MotorJuridicoLCSP.ts;Motores jurídicos, reglas y CPV;.ts;1105;42;SI;0;NO;NO
src/domain/motores/MotorProcedimiento.ts;Motores jurídicos, reglas y CPV;.ts;588;21;SI;0;NO;NO
src/domain/motores/MotorProcedimientoLCSP.ts;Motores jurídicos, reglas y CPV;.ts;962;38;SI;0;NO;NO
src/domain/normativa/ArticuloNormativo.ts;Motores jurídicos, reglas y CPV;.ts;628;36;SI;0;NO;NO
src/domain/normativa/Norma.ts;Motores jurídicos, reglas y CPV;.ts;826;41;SI;0;NO;NO
src/domain/normativa/ReferenciaNormativa.ts;Motores jurídicos, reglas y CPV;.ts;438;21;SI;0;NO;NO
src/domain/objeto/ObjetoContrato.ts;Dominio y expediente;.ts;1351;75;SI;0;NO;NO
src/domain/objeto/ObjetoResultado.ts;Dominio y expediente;.ts;1336;71;SI;0;NO;NO
src/domain/objeto/ObjetoValidator.ts;Dominio y expediente;.ts;2717;139;SI;0;NO;NO
src/domain/pcap/PCAPComposer.ts;Motor documental y generación;.ts;43212;2628;SI;3;SI;SI
src/domain/pcap/PCAPGeneratorAdapter.ts;Motor documental y generación;.ts;3709;256;SI;1;NO;SI
src/domain/pcap/PCAPGeneratorEngine.ts;Motor documental y generación;.ts;18338;1204;NO;1;NO;SI
src/domain/plugins/PluginManager.ts;Arquitectura transversal/legacy;.ts;14730;936;NO;0;SI;NO
src/domain/procedimiento/TipoProcedimiento.ts;Dominio y expediente;.ts;792;32;SI;0;NO;NO
src/domain/publicidad/TipoPublicidad.ts;Dominio y expediente;.ts;724;40;SI;0;NO;NO
src/domain/registry/ResolverRegistry.ts;Arquitectura transversal/legacy;.ts;13384;806;SI;0;SI;SI
src/domain/reglas/RegistroReglasProcedimiento.ts;Motores jurídicos, reglas y CPV;.ts;913;38;SI;0;NO;NO
src/domain/reglas/ReglaAbierto.ts;Motores jurídicos, reglas y CPV;.ts;717;31;SI;0;NO;NO
src/domain/reglas/ReglaAbiertoSimplificado.ts;Motores jurídicos, reglas y CPV;.ts;754;31;SI;0;NO;NO
src/domain/reglas/ReglaCPV.ts;Motores jurídicos, reglas y CPV;.ts;585;28;SI;0;NO;NO
src/domain/reglas/ReglaContratoMenor.ts;Motores jurídicos, reglas y CPV;.ts;815;34;SI;0;NO;NO
src/domain/reglas/ReglaDivisionLotes.ts;Motores jurídicos, reglas y CPV;.ts;577;26;SI;0;NO;NO
src/domain/reglas/ReglaInsuficienciaMedios.ts;Motores jurídicos, reglas y CPV;.ts;599;28;SI;0;NO;NO
src/domain/reglas/ReglaNegociado.ts;Motores jurídicos, reglas y CPV;.ts;725;31;SI;0;NO;NO
src/domain/reglas/ReglaProcedimiento.ts;Motores jurídicos, reglas y CPV;.ts;569;24;SI;0;NO;NO
src/domain/reglas/ReglaRestringido.ts;Motores jurídicos, reglas y CPV;.ts;733;31;SI;0;NO;NO
src/domain/reglas/ResultadoEvaluacion.ts;Motores jurídicos, reglas y CPV;.ts;393;21;SI;0;NO;NO
src/domain/resolvers/AwardCriteriaResolver.ts;Motores jurídicos, reglas y CPV;.ts;16511;916;NO;12;SI;SI
src/domain/resolvers/BaseResolver.ts;Motores jurídicos, reglas y CPV;.ts;3865;296;SI;0;SI;NO
src/domain/resolvers/CPVResolver.ts;Motores jurídicos, reglas y CPV;.ts;14974;862;SI;12;NO;SI
src/domain/resolvers/ContractTypeResolver.ts;Motores jurídicos, reglas y CPV;.ts;18878;1071;SI;12;NO;SI
src/domain/resolvers/DeadlinesResolver.ts;Motores jurídicos, reglas y CPV;.ts;16424;954;SI;12;NO;SI
src/domain/resolvers/GuaranteeResolver.ts;Motores jurídicos, reglas y CPV;.ts;15585;863;SI;12;NO;SI
src/domain/resolvers/LotsResolver.ts;Motores jurídicos, reglas y CPV;.ts;17360;983;SI;12;NO;SI
src/domain/resolvers/ProcedureResolver.ts;Motores jurídicos, reglas y CPV;.ts;13276;724;SI;12;NO;SI
src/domain/resolvers/PublicationResolver.ts;Motores jurídicos, reglas y CPV;.ts;15963;900;SI;12;NO;SI
src/domain/resolvers/ResolutionResult.ts;Motores jurídicos, reglas y CPV;.ts;2878;203;SI;0;SI;NO
src/domain/resolvers/SolvencyResolver.ts;Motores jurídicos, reglas y CPV;.ts;16541;939;SI;12;NO;SI
src/domain/resolvers/ThresholdResolver.ts;Motores jurídicos, reglas y CPV;.ts;14709;822;SI;12;NO;SI
src/domain/rules/RuleEngine.ts;Motores jurídicos, reglas y CPV;.ts;139226;10199;NO;2;SI;SI
src/domain/rules/RuleEvaluatorEngine.ts;Motores jurídicos, reglas y CPV;.ts;79696;5209;NO;2;SI;NO
src/domain/rules/families/ContractRules.ts;Motores jurídicos, reglas y CPV;.ts;6676;370;SI;2;NO;SI
src/domain/rules/guarantees/ComplementaryGuaranteeRule.ts;Motores jurídicos, reglas y CPV;.ts;5555;359;SI;1;NO;NO
src/domain/rules/guarantees/DefinitiveGuaranteeRule.ts;Motores jurídicos, reglas y CPV;.ts;4902;289;SI;1;NO;NO
src/domain/rules/guarantees/GuaranteeCalculationRule.ts;Motores jurídicos, reglas y CPV;.ts;4939;290;SI;1;NO;NO
src/domain/rules/guarantees/GuaranteeExemptionRule.ts;Motores jurídicos, reglas y CPV;.ts;4446;270;SI;1;NO;NO
src/domain/rules/guarantees/GuaranteeResolver.ts;Motores jurídicos, reglas y CPV;.ts;4927;281;SI;0;NO;NO
src/domain/rules/guarantees/GuaranteeReturnRule.ts;Motores jurídicos, reglas y CPV;.ts;4829;314;SI;0;SI;NO
src/domain/rules/guarantees/GuaranteeTypes.ts;Motores jurídicos, reglas y CPV;.ts;3635;197;SI;2;NO;NO
src/domain/rules/guarantees/GuaranteeValidator.ts;Motores jurídicos, reglas y CPV;.ts;5025;315;SI;0;NO;NO
src/domain/rules/guarantees/ProvisionalGuaranteeRule.ts;Motores jurídicos, reglas y CPV;.ts;4125;243;SI;1;NO;NO
src/domain/rules/guarantees/index.ts;Motores jurídicos, reglas y CPV;.ts;705;29;SI;0;NO;NO
src/domain/rules/solvency/ClassificationRule.ts;Motores jurídicos, reglas y CPV;.ts;5597;386;NO;2;NO;NO
src/domain/rules/solvency/EconomicSolvencyRule.ts;Motores jurídicos, reglas y CPV;.ts;4029;183;SI;2;NO;NO
src/domain/rules/solvency/InsuranceRule.ts;Motores jurídicos, reglas y CPV;.ts;4279;268;SI;2;NO;NO
src/domain/rules/solvency/MeansRule.ts;Motores jurídicos, reglas y CPV;.ts;5433;326;SI;2;NO;NO
src/domain/rules/solvency/ProfessionalSolvencyRule.ts;Motores jurídicos, reglas y CPV;.ts;3370;174;SI;2;NO;NO
src/domain/rules/solvency/ReferencesRule.ts;Motores jurídicos, reglas y CPV;.ts;5719;372;SI;2;NO;NO
src/domain/rules/solvency/SolvencyResolver.ts;Motores jurídicos, reglas y CPV;.ts;5652;348;SI;0;NO;NO
src/domain/rules/solvency/SolvencyTypes.ts;Motores jurídicos, reglas y CPV;.ts;4242;228;SI;2;NO;NO
src/domain/rules/solvency/SolvencyValidator.ts;Motores jurídicos, reglas y CPV;.ts;5989;410;SI;0;NO;NO
src/domain/rules/solvency/TechnicalSolvencyRule.ts;Motores jurídicos, reglas y CPV;.ts;4837;269;SI;2;NO;NO
src/domain/rules/solvency/TurnoverRule.ts;Motores jurídicos, reglas y CPV;.ts;3973;242;SI;1;NO;NO
src/domain/rules/solvency/index.ts;Motores jurídicos, reglas y CPV;.ts;2216;90;SI;0;NO;NO
src/domain/solvencia/SolvenciaRegla.ts;Motores jurídicos, reglas y CPV;.ts;1459;83;SI;0;NO;NO
src/domain/solvencia/SolvenciaResultado.ts;Motores jurídicos, reglas y CPV;.ts;954;52;SI;0;NO;NO
src/domain/validacion/ExpedienteValidator.ts;Dominio y expediente;.ts;3759;265;SI;0;SI;NO
src/domain/validation/ValidationFramework.ts;Dominio y expediente;.ts;16315;1067;NO;0;SI;NO
src/domain/value-objects/EstadoExpediente.ts;Dominio y expediente;.ts;417;23;SI;0;SI;NO
src/domain/value-objects/ExpedienteId.ts;Dominio y expediente;.ts;650;33;SI;0;NO;NO
src/domain/value-objects/FechaAdministrativa.ts;Dominio y expediente;.ts;689;33;SI;0;NO;NO
src/domain/value-objects/NumeroExpediente.ts;Dominio y expediente;.ts;792;39;SI;0;NO;NO
src/engines/BaseEngine.ts;Arquitectura transversal/legacy;.ts;1314;59;SI;0;SI;SI
src/engines/CPVEngine.ts;Arquitectura transversal/legacy;.ts;2157;115;SI;0;SI;NO
src/engines/ContrataIAEngine.ts;Arquitectura transversal/legacy;.ts;2401;101;SI;0;SI;NO
src/engines/DocumentEngine.ts;Arquitectura transversal/legacy;.ts;1822;118;SI;0;SI;NO
src/engines/ExpedienteEngine.ts;Arquitectura transversal/legacy;.ts;2552;135;SI;0;SI;NO
src/engines/KnowledgeEngine.ts;Arquitectura transversal/legacy;.ts;1742;81;SI;0;NO;NO
src/engines/ObjetoEngine.ts;Arquitectura transversal/legacy;.ts;2735;114;SI;0;NO;NO
src/engines/ProcedimientoEngine.ts;Arquitectura transversal/legacy;.ts;2651;143;SI;0;NO;NO
src/engines/PublicidadEngine.ts;Arquitectura transversal/legacy;.ts;2612;142;SI;0;NO;NO
src/engines/RuleEngine.ts;Arquitectura transversal/legacy;.ts;1191;78;SI;0;NO;NO
src/engines/SolvenciaEngine.ts;Arquitectura transversal/legacy;.ts;2576;146;SI;0;NO;NO
src/generators/BaseDocumentGenerator.ts;Motor documental y generación;.ts;2080;108;SI;1;SI;NO
src/generators/MemoriaJustificativaGenerator.ts;Motor documental y generación;.ts;1240;56;SI;0;NO;NO
src/infrastructure/ai/AICache.ts;Infraestructura IA;.ts;5611;397;SI;0;NO;NO
src/infrastructure/ai/AIHealthMonitor.ts;Infraestructura IA;.ts;5068;320;SI;0;NO;NO
src/infrastructure/ai/AIManager.ts;Infraestructura IA;.ts;43699;3219;NO;1;SI;SI
src/infrastructure/ai/AIObservability.ts;Infraestructura IA;.ts;5405;322;SI;0;NO;NO
src/infrastructure/ai/AIProvider.ts;Infraestructura IA;.ts;1956;131;SI;0;SI;NO
src/infrastructure/ai/AIProviderRegistry.ts;Infraestructura IA;.ts;4922;235;SI;0;NO;NO
src/infrastructure/ai/AIRequestQueue.ts;Infraestructura IA;.ts;7725;510;SI;1;NO;NO
src/infrastructure/ai/AIStatistics.ts;Infraestructura IA;.ts;6202;396;SI;0;NO;NO
src/infrastructure/ai/CircuitBreaker.ts;Infraestructura IA;.ts;6031;404;SI;0;NO;NO
src/infrastructure/ai/CostEstimator.ts;Infraestructura IA;.ts;7629;506;SI;0;NO;NO
src/infrastructure/ai/GeminiAdapter.ts;Infraestructura IA;.ts;5737;330;SI;0;NO;SI
src/infrastructure/ai/LocalLLMAdapter.ts;Infraestructura IA;.ts;7103;436;SI;0;NO;SI
src/infrastructure/ai/OllamaAdapter.ts;Infraestructura IA;.ts;6777;431;SI;0;NO;SI
src/infrastructure/ai/OpenAIAdapter.ts;Infraestructura IA;.ts;5978;324;SI;0;NO;SI
src/infrastructure/ai/PromptExecutor.ts;Infraestructura IA;.ts;4667;296;SI;0;NO;NO
src/infrastructure/ai/PromptRenderer.ts;Infraestructura IA;.ts;5481;365;SI;0;NO;NO
src/infrastructure/ai/PromptRepository.ts;Infraestructura IA;.ts;5240;318;SI;0;SI;NO
src/infrastructure/ai/RetryPolicy.ts;Infraestructura IA;.ts;4577;338;SI;0;NO;NO
src/infrastructure/ai/TokenCounter.ts;Infraestructura IA;.ts;5162;317;SI;0;NO;NO
src/infrastructure/ai/index.ts;Infraestructura IA;.ts;483;16;SI;7;NO;NO
src/infrastructure/ai/providers/AIProvider.ts;Infraestructura IA;.ts;1763;134;SI;0;SI;NO
src/infrastructure/ai/providers/AnthropicProvider.ts;Infraestructura IA;.ts;2492;146;SI;0;NO;NO
src/infrastructure/ai/providers/GeminiProvider.ts;Infraestructura IA;.ts;3540;214;SI;0;NO;SI
src/infrastructure/ai/providers/OllamaProvider.ts;Infraestructura IA;.ts;2784;178;SI;0;NO;NO
src/infrastructure/ai/providers/OpenAIProvider.ts;Infraestructura IA;.ts;7795;470;SI;0;NO;SI
src/infrastructure/ai/providers/ProviderFactory.ts;Infraestructura IA;.ts;2551;155;SI;0;NO;NO
src/infrastructure/ai/providers/ProviderHealth.ts;Infraestructura IA;.ts;6620;418;SI;0;NO;NO
src/infrastructure/ai/providers/ProviderRegistry.ts;Infraestructura IA;.ts;4689;266;SI;0;NO;NO
src/infrastructure/config/AppConfiguration.ts;Infrastructure Core (sin IA);.ts;3037;248;SI;0;NO;NO
src/infrastructure/config/ApplicationConfiguration.ts;Infrastructure Core (sin IA);.ts;4647;305;SI;0;NO;NO
src/infrastructure/config/ConfigManager.ts;Infrastructure Core (sin IA);.ts;6415;442;SI;0;NO;NO
src/infrastructure/config/ConfigurationBootstrap.ts;Infrastructure Core (sin IA);.ts;2223;158;SI;0;NO;NO
src/infrastructure/config/ConfigurationLoader.ts;Infrastructure Core (sin IA);.ts;1807;145;SI;0;NO;NO
src/infrastructure/config/ConfigurationManager.ts;Infrastructure Core (sin IA);.ts;2320;158;SI;0;NO;NO
src/infrastructure/config/ConfigurationValidator.ts;Infrastructure Core (sin IA);.ts;3773;264;SI;0;NO;NO
src/infrastructure/config/Environment.ts;Infrastructure Core (sin IA);.ts;2341;166;SI;0;NO;NO
src/infrastructure/config/SecretsManager.ts;Infrastructure Core (sin IA);.ts;4632;338;SI;0;NO;NO
src/infrastructure/events/DomainEvents.ts;Infrastructure Core (sin IA);.ts;4464;386;SI;0;NO;NO
src/infrastructure/events/EventBus.ts;Infrastructure Core (sin IA);.ts;3317;226;SI;0;NO;NO
src/infrastructure/events/EventDispatcher.ts;Infrastructure Core (sin IA);.ts;3195;234;SI;0;NO;NO
src/infrastructure/events/EventStore.ts;Infrastructure Core (sin IA);.ts;4238;293;SI;0;SI;NO
src/infrastructure/events/IntegrationEvents.ts;Infrastructure Core (sin IA);.ts;4882;404;SI;0;NO;NO
src/infrastructure/logging/AuditLogger.ts;Infrastructure Core (sin IA);.ts;3103;250;SI;0;NO;NO
src/infrastructure/logging/ConsoleLogger.ts;Infrastructure Core (sin IA);.ts;2276;172;SI;0;NO;NO
src/infrastructure/logging/ExecutionLogger.ts;Infrastructure Core (sin IA);.ts;4142;270;SI;0;NO;NO
src/infrastructure/logging/FileLogger.ts;Infrastructure Core (sin IA);.ts;3101;268;SI;0;NO;NO
src/infrastructure/logging/Logger.ts;Infrastructure Core (sin IA);.ts;4753;388;SI;0;NO;NO
src/infrastructure/logging/LoggerFactory.ts;Infrastructure Core (sin IA);.ts;4553;380;SI;0;NO;SI
src/infrastructure/logging/LoggingBootstrap.ts;Infrastructure Core (sin IA);.ts;2940;220;SI;0;NO;NO
src/infrastructure/monitoring/DiagnosticsService.ts;Infrastructure Core (sin IA);.ts;4625;286;SI;0;NO;SI
src/infrastructure/monitoring/HealthCheck.ts;Infrastructure Core (sin IA);.ts;2024;138;SI;0;NO;NO
src/infrastructure/monitoring/HealthReport.ts;Infrastructure Core (sin IA);.ts;3236;226;SI;0;NO;NO
src/infrastructure/monitoring/MemoryMonitor.ts;Infrastructure Core (sin IA);.ts;4042;256;SI;0;NO;NO
src/infrastructure/monitoring/MetricsCollector.ts;Infrastructure Core (sin IA);.ts;4746;344;SI;0;NO;NO
src/infrastructure/monitoring/PerformanceMonitor.ts;Infrastructure Core (sin IA);.ts;4490;300;SI;0;NO;NO
src/infrastructure/monitoring/StartupReport.ts;Infrastructure Core (sin IA);.ts;2465;144;SI;0;NO;NO
src/infrastructure/monitoring/SystemStatus.ts;Infrastructure Core (sin IA);.ts;2538;152;SI;0;NO;NO
src/infrastructure/persistence/CacheRepository.ts;Infrastructure Core (sin IA);.ts;3886;270;SI;0;NO;NO
src/infrastructure/persistence/DocumentRepository.ts;Infrastructure Core (sin IA);.ts;3976;284;SI;0;NO;NO
src/infrastructure/persistence/ExpedienteRepository.ts;Infrastructure Core (sin IA);.ts;3852;264;SI;0;NO;NO
src/infrastructure/persistence/FileRepository.ts;Infrastructure Core (sin IA);.ts;5397;381;SI;0;NO;NO
src/infrastructure/persistence/JSONRepository.ts;Infrastructure Core (sin IA);.ts;3982;324;SI;0;NO;NO
src/infrastructure/persistence/KnowledgeRepository.ts;Infrastructure Core (sin IA);.ts;4197;304;SI;0;NO;NO
